	AttackType_index	EmailText	SenderFace	PhishIrisPath	Caption	Grover
229	CrePhi. 077-2	"Title: Re: From the desk of Mr.Fadaka Randebe
Dear Fadaka Randebe,  We will transfer the following: US$300,000.00(I think it is in my account, my parents, basement, safe, and Mr.Housekeeping up to me) and I will try to make a. Payment on Friday. ASAP. I need to get. Your. Car? help. help identify this weekend. phone number. travel arrangements. houseclean. Any. Please? otherwise.? The best. answer to me. Regards. Regards.contact. Him. Him. Regards. him./pages. Paul A. Mr.Fadopt.Bil.Bert. Robert. Smith. him. Anderson. Gheck. Clark. Charles >  ____________________________________________________________@ENRON_@ENRON_FADCADon._FAIRON._FAKELL_FAIRON._FAKEEP_FAIRAN.Gerald_OF_RIGHT >__________________________________________________FAKATHON._FAIRAN._EMCKathy@enron.DEBT_MON_E_DERE_GE >     ------------------------------------------------------------------->_MeyEST <BR> ==========================================================================>@EN.BALWAYS >  </FRENRON_FAIRON_FRANIMAGE   <BR%2023_MON_-_JENRON_BROADCART_BR/04_MON_FRANCie >EN_FRANCE_COL_T_CHRON_. >-DE_COLOMCKathy020130_AM_PUR_R FROM_AND 



</FORMERR >Please.  <FORMatted<BRANDTO_AND_Fand  REMINDIA_AND_AND YOUR PROBJECTORSIAN,    ANDREALLY  ANDREALTO REPLYOUR AND ANAUSTAND REUTTERMSNBC4-AND YOUR APPLACE BENEF ANDREALSOLEAN ANDREALTO BILLARDANA ANDREPATLANDAVE GOT YOUR LAND AND AUSTAND AND  ANDYAND YOUR LAND AND YOUR DAND,AND AND  AND AND YOUR CHand <BRIYANALAND YOUR CHAND YOUR LOCATED -ANDAN ANDYAN ANDAN APOLOGI WAS A cash, ANDYAN AMAZ AND  AND NEITH  DAVE ALAN ACCORDAN ACTING LAND YOUR CHANCE  ANDANN

"	Face_generator-1600 result/face_generator-1477.png			Machine
230	CrePhi. 077-3	"From: Fadaka Randebe
Title: Re: Re: From the desk of Mr.Fadaka Randebe

Dear Mr.Fadaka,  I am getting our wedding invites caligraphied and I do not have the address.  Can  you either send me the address or give me a call?  Do you have the phone number for the bank where our money will be deposited?  Also, can you advise me on where to put my personal belongings.? We are living in a transition period  and there is no rush to deposit our money.  We are anticipating having our main living  situation for the next couple of months.  Please advise.? Also, can you give me a call when you have a moment.? ? Thank you very much for your assistance and suggestion.  Regards. Fadaka


 "	Face_generator-1600 result/face_generator-0677.png			Machine
231	CrePhi. 078-1	"From: Mr.Trevor Paget
Title: Assistance From You.
 Assistance From You.  Tel: +221-4488471                                                                                                                                                                                           TRANSFER OF FUNDS     TRANSFER OF FUNDS    TRANSFER OF FUNDS                  TRUST BANK LONDON,United Kingdom                                                 TRANSFER OF $10.2 MILLION U.S.A DOLLARS                                               , (PERSONAL INFORMATION)                                                                      FROM: MISS CHIEN MUNGNANT

"	Face_generator-1600 result/face_generator-0678.png	Credential_Phishing-800_result/credential_phishing-078.png	a black and white photo of a train at night; a black and white photo of a clock tower	Machine
232	CrePhi. 078-2	"Title: Re: Assistance From You.
Dear Mr.Trevor Paget,   Can you please provide me with  a phone number where you can be reached for assistance with  locating a job within ENA ?  Also, can you please provide me with  a name and phone number for Mr.  Hodge (and any other party that may be interested).   Thank You     Jean                                                                                                                                                                                   <BR><SPANNING FROM: <CA>Re: ASSISTANCE    <BR>On 07/22/2000 07:41:31 PM --> <CA>     Darrin Hodge <DIR@EES@EES>     wrote:    <BLOCKQUOTE style=4>$10,000.00 >BLOCKQUOTE style=4> <BR> <BLOCKQUOTE> <BR> </B> <BR> </SELECT> <INSERT INTO `Employees` (`Company` &                                      &                        1                               2

"	Face_generator-1600 result/face_generator-1478.png			Machine
233	CrePhi. 078-3	"From: Mr.Trevor Paget
Title: Re: Re: Assistance From You.

Dear Mr.Trevor Paget,   Please give me a call Tuesday, Wed. or Thursday morning.  I will be in the office all day Thursday.  Also, Thursday afternoon will be good opportunity to meet.  It is a good idea to bring lunch as there is more than one office for lunch.  My phone number is 713-857-2273.  Also, my home number is 713-857-2274.  Have a great trip and say hello to Jenn.  She is the woman who brought your computer to work.

Ms.Gina Cortese Assistant to Enron Global Markets  713-857-2274 Chief Financial Officer 713-857-2274 Karen Lindberg Director of Investor Relations 713-562-7575 Tanya Rohauer Assistant to Tom's  Services  713-853-1567


 "	Face_generator-1600 result/face_generator-0678.png			Machine
234	CrePhi. 079-1	"From: Mr. Rao Jahangiri
Title: Urgent
 Urgent ATTN: The President/CEO I am Mr. Rao Jahangiri, the Bank Manager in prime bank city  of Johannesburg  South Africa. I have urgent and very confidential business proposition for you.On June 6, 2000, an America Oil consultant/contractor with the South Africa Mining Corporation, Mr. Richard Moss made a numbered time (Fixed) Deposit for twelve calendar months, valued at US$4,500,000.00(Four Million Five Hundred Thousand Dollars )in my branch upon maturity. I sent a routine notification to his forwarding address but got no reply. After a  month, we sent a reminder and finally we discovered from his contract employers, the South Africa Mining Corporation  that Mr. Richard Moss died from an automobile accident. On further investigation, I found out that he died without making a WILL and all attempts to trace his next of kin was  fruitless. I therefore made further investigation and discovered that Mr. Richard Moss  did not declare any next of kin or relations in all his official documents, including his bank deposit paperwork in my bank. This sum of US$4,500,000.00 is still sitting in my bank and the interest is being rolled over with the principal sum at the end of each year.                           This sum of US$4,500,000.00 is now the debt owed to the South Africa Mining Corporation by my late employer.                   I have since then made another investigation and discovered that Mr. Richard Moss  did not declare any next of kin or relations in all his official documents, including his bank deposit paperwork in my bank. This sum of US$4,500,000.00 is still sitting in my bank and the interest is being rolled over with the principal sum at the end of each year.                   This is the reason why I am writing you today. On further investigation, I found out that Mr. Richard Moss did not declare any next of kin or relations in all his official documents, including his bank deposit paperwork in my bank. This sum of US$4,500,000.00 is still sitting in my bank and the interest is being rolled over with the principal sum at the end of each year.                   This is the reason why I am writing you today. On further investigation, I found out that Mr. Richard Moss did not declare any next of kin or relations in all his official documents, including his bank deposit paperwork in my bank. This sum of US$4,500,000.00 is still sitting in my bank and the interest is being rolled over with the principal sum at the end of each year. I have since arranged for the money to be recalled to your account from the South Africa Mining Corporation here in Johannesburg  South Africa by one of the local bussiness lobbies. However, I will give you more details of the arrangment when I hear from you. I hope to conclude this business within fourteen (14) working days if you are going to be of assistance. Mr. Rao Jahangiri. N/B. PLEASE SEND YOUR REPLY TO: rao89@kukamail.com Mr. Rao Jahangiri

"	Face_generator-1600 result/face_generator-0679.png	Credential_Phishing-800_result/credential_phishing-079.png	a person on a surfboard in the water; a boat floating on a lake next to a shore	Machine
235	CrePhi. 079-2	"Title: Re: Urgent
Dear Mr. Rao Jahangiri,   I shall be very happy to assist you with your project.  I  have just come back from a very successful vacation with my husband.  We traveled to Cancun, Mexico; Phoenix, Arizona; and Costa Rica.  We enjoyed each and every day of it.  We decided to part ways this past August, but were originally going to keep in touch.  I think we will be flying to Houston in a few days time.  I wanted to make sure you were on our good side, and gave you a heads up prior to boarding the 7:00 flight.  If anything should happen, you could always reach me via e-mail or call.  I have traveled quite a bit over the last year, and am used to dealing with a lot of different people.  I also get tired of dealing with the same old shit.  If you are traveling alone, or with kids, I suggest leaving your cell phone at home.  I will be traveling with my 18-month-old daughter, so you and I will be sharing the same cell phone.  I'll be glad when I get back from my honeymoon, and can go over everything.  If you are traveling with me, or one of my other friends, please make sure to tell her the same thing.  If you are not traveling with me, or one of my parents, please make sure to tell me the same thing.  If you are not involved in the least, but want to know anyway, then just let me know.  Thanks.       And finally, if you are still with me, and feel free to call me, I shall it?  be fine.? Good luck. ? Talk to ring in case anything.  depends on what? what level of?



 <br>
Received: HomeDeparticeman2/Franglico deptorio1@enroncomunicom/Enroncom/M/Pago/CYP/co/Enroncom

@enroncom/Prenfeo depteo2 como/Pago1Monsmexpertorio Jr.-Enroncom/Mysl/Myslopolito


 <|y/E-co/Especial/Enroncom@ENRON|YPGbueno/Mys/Perno/ENRONCOM1_co/Serguegnomo/co/DE:
 <

"	Face_generator-1600 result/face_generator-1479.png			Machine
236	CrePhi. 079-3	"From: Mr. Rao Jahangiri
Title: Re: Re: Urgent

Subject: Urgent

Hi Vince,

Just wanted to make sure you and I are mailing the same day.  I can't find the post office box for ""Sacramento"", but I do have the zip code for ""Wilsonville"" - that is the post office box in Sacremento.  If I exit at 5:30 I will be the one leaving the office at 6:00, so I'd like to make sure I left ""Sacramento"" on my cell phone.  When I do arrive in Wilsonville, I think I will enter the building via the main hallway (does that work for you?  I've had the building wired for some time now, so I'm not sure if I need to enter via the loft or the main building.  My RSVP was terrible, so I guess I'll have to contact you onsite.

Thanks,

Bobby


 "	Face_generator-1600 result/face_generator-0679.png			Machine
237	CrePhi. 080-1	"From: MrThomas Obumi
Title: FROM: MR.TAXI OMOYENI
 FROM: MR.TAXI OMOYENI FROM: MR.TAXI OMOYENI BILL AND EXCHANGE MANAGER (BOA) BANQUE DEVELOPPEMENT DU AFRICAINE-ADB ANNEXE-G.R.A.C. - BELLO BELLO, BéNIN REPUBLIQUE COTONOU-LE COLE.BéNIN REPUBLIQUE COTONOU-LE COLE Bénin-Riveur du 23 ADELE ROAD, BELLO BELLO, Bénin-Riveur du 23 ADELE ROAD,BELLO BELLO, Bénin-Riveur du 23 ADELE ROAD Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD,BELLO BELLO, Bénin-Riveur du 23 ADELE ROAD Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD Bénin-Riveur du 23 ADELE ROAD Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur du 23 ADELE ROAD BELLO BELLO Bénin-Riveur

"	Face_generator-1600 result/face_generator-0680.png	Credential_Phishing-800_result/credential_phishing-080.png	a group of people riding on top of a wave; a group of people riding on the back of a boat; a group of people riding on top of a wave in the ocean	Machine
238	CrePhi. 080-2	"Title: Re: FROM: MR.TAXI OMOYENI
Dear MrThomas Obumi: Hi there! Glad to hear from you!  that you are getting some exercise on TV this week.  I am checking out the local listings to see you around town  how things are doing.  I have been on the web site all kinds of things you.  I'm listening to the local so sorry for the longest day today I'm going to go to the library today..I can't seen that is too..?  I  I have to visit my husband and you know?  up there is boring.. ? Dinner is boring.. ? Good luck?  Well - I look forward to talk to meet you?  I think about town. Talk to see you? Talk to me?  here is too? Best time? -  Next time?  we will talk tomorrow? Christina? Linda? Linda ? Talk to dinner? Linda? best? Linda? Linda? Soundex? Pat? Lisa? John? Linda?  this weekend? Lisa? Mary? Good luck? Linda?  this weekend? Think about 8: ""cook? Michael Moore? Lauren?  next doorbell?  idea of the house? Linda?  off? Linda? I'll have a long distance? Jordan? Linda? To get together? Thanks? Talk to talk to talk? To find us? Dinner? Talk to meet next week? Talk to talk to go to Scott? Or is driving? Lisa? Talk to dinner? Cell? Lonnie!  tomorrow? Inbounder? Lonnie le Sacre? Lauren? Fairbanks? Good luck? Way? Or Linda? Wanna? Talk to Mark? Next week? Orson Bud? Hey? To: Leslie? Luka? To:  Anyway? Lill? Christina? Jen? Les? Lon? Or just let me! West? John? Or William Jameson? I'll have fun? Lon? Christina? Leslie? Lon? Lauren?  Martin? Mary's number one month? Hey? Prado? Next door? Friends? Well... Too? Prizam  L' Lon? Nelly? Mary's boyfriend? Larry? Lon? Prizakko? John? Lon? Lon? Lonny! Thanks? I've been with Lisa? Lon? <inputos  Kelloggio Doug? Prizell? Sonja? Friend? Love? Eric? Love? L' Lill? Sary? Lon? To: Hi? John - prz John? Lon? Nelly? Jean? Or any problems?

"	Face_generator-1600 result/face_generator-1480.png			Machine
239	CrePhi. 080-3	"From: MrThomas Obumi
Title: Re: Re: FROM: MR.TAXI OMOYENI

Subject: FROM: Mr.Thomas Obumi  

To: djenergy Subject: Re: Re: FROM: MR.TAXI OMOYENI  

I think I deleted your friends list......is it possible I have forgotten.....or are you sure you have it.....?

-----Original Message----- From: DJINDUSTRIAL@aol.com [mailto:DJINDUSTRIAL@aol.com] Sent: Monday, August 14, 2001 1:00 PM To: Scott Neal Subject: FROM: Mr.Thomas Obumi

Do you know how many people have moved to ENRON in the last 12 month?  How many employees have you had in your group?  How many people are you looking to fill that role?

---------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net)


 "	Face_generator-1600 result/face_generator-0680.png			Machine
240	CrePhi. 081-1	"From: Dr.Yossi Abi

Title: From Yossi Abi

From Yossi Abi                        NAME: YOSSI ABI            AUTHOR: YOSSI ABI                                                                       CONTRACT:  YOSSI ABI                                      TRANSFER:  YOSSI ABI                                                                        TRANSFER:  YOSSI ABI                        TRANSFER:  YOSSI ABI                    YASSSS SONIC BANQUED FROM: MR YUSSA ABACHA

"	Face_generator-1600 result/face_generator-0681.png	Credential_Phishing-800_result/credential_phishing-081.png	a large truck driving down a street next to tall buildings; a large truck driving down a street next to a tall building; a large white truck driving down a street	Machine
241	CrePhi. 081-2	"Title: Re: From Yossi Abi
Dear Dr.Yossi Abi,

Thank you for your email.Unfortunately, we are not able to make a regular trip.However, I will try my best.

I hope that we will be able to make it this time next week.

Vince

 ""Dr. Cox"" <mailto:mailto:xtract@enron.com> on 01/31/2001 01:xx:36 AM

To: ""'Dr. Cox'"" <xtract@enron.com> cc:  

Subject: From Yossi Abi

I feel like giving this email a whirl.  I'm not sure what to expect from you other than the standard ""Hey, how's it going?"" response.  I don't know  what to expect from you other than an ""Amen"" or ""Thanks"" email.  Normally, I'd expect an ""Amen"" or ""Thanks"" email to end  with a ""Pleased to meet you""  statement.  Unfortunately, this isn't the sort of thing that will endear me or your group to the women I work with.  I'd expect a ""Pleased to meet you"" statement to end with  ""I look forward to seeing you at Enron Tower on Thursday morning"" -- not with ""Hey, what's going on in your life?""

So, what's going on in your life?  Call me tonight if you get a chance  and let me know.  Also, send me an email whenever you get a chance  -- I'll be glad to talk to you more  personally.

Once again we thank you for your email, and we look forward to seeing you at Enron Tower on Thursday morning.

Aaron 

 - GordianResume.pdf

"	Face_generator-1600 result/face_generator-1481.png			Machine
242	CrePhi. 081-3	"From: Dr.Yossi Abi
Title: Re: Re: 

Grant,

Could you send me the name and phone number for your financial institution?  I'm looking for confirmation of  this move.  I'm assuming that you and Mark Watts are at least.  I'm sure that you have documented the move  thoroughly.

Could you either give me the name or phone number for Mark Watts and give me his direct address  to his new company?  I need to find out more about this and mark Watts down as a ""friend"" - i.e., give him a call - but don't take his money.

Mark Watts is moving his corporate office there from Houston to Singapore this week.  He'll be taking a job there full time in January 2002.  I don't know  which office he'll be working from.  He'll probably end up in one of the  Enron buildings across the street from the Transamerica  Building.  If you need any other info, just ask.

Aaron


 "	Face_generator-1600 result/face_generator-0681.png			Machine
243	CrePhi. 082-1	"From: Mr. Phillip Morris
Title: RE: PROPOSAL
 RE: PROPOSAL ATTN: PRESIDENT/CEO.                           DIRECTOR. AUDIT AND ACCOUNTS UNIT/FOREIGN REMITTANCE DEPT. BANQUE DEVELOPPTION DES E-FRANCE.   RE: PROPOSAL Dear Sir,                   STRICTLY CONFIDENTIAL/PRIVATE. I am an employee of BANQUEMOUTH  (SEOULEG REPUBLIC OF SOUTH AFRICA) ONE OF the main  transit points for SEOUL  (South Korea) in order to get to America and therefor I  wanted to inform you about our company, I got your contact through  my personal search for an honest and trustworthy foreigner who will help me  transfer the sum of $20,000,000.00 USD(twenty million United States Dollars)                                                                                                                                                                                                                                          ;     - OIL SALES, - LIMITED- ASSISTANCE.                                                                                                                                             ;    - DESIROUS.                                                 I am Mr. Phillip Morris. A native of Cape Town in South Africa, I am an Executive Accountant with the Department of Mining &amp; Natural Resources of the South African Department of Mining &amp; Natural Resources. First and foremost, I apologized using this  medium to reach you for a transaction/business of this magnitude, but this is due to confidentiality and prompt access reposed on this medium. Be informed that a member of the South African Export Promotion Council (SEPC) who was at the Government delegation to your country during a trade exhibition gave your enviable credentials/particulars to me. I have decided to seek a confidential co-operation with you in the execution of the deal described hereunder for the benefit of all parties and hope you will keep it as a top secret because of the nature of this transaction. Within the Department of Mining &amp; Natural Resources where I work as an Executive Accountant and with the cooperation of three other top officials, we have in our possession as overdue payment bills totaling Eighteen Million, Five Hundred Thousand U. S. Dollars (US$18,500,000.00) which we want to transfer abroad with the assistance and cooperation of a foreign company/individual to receive the said fund on our behalf or a reliable foreign non-company account to receive such funds. More so, we are handicapped in the circumstances, as the South African Civil Service Code of Conduct does not allow us to operate offshore account hence your importance in the whole transaction. This amount (US$18.5m) represents the balance of the total contract value executed on behalf of my Department by a foreign contracting firm, which we the officials over

"	Face_generator-1600 result/face_generator-0682.png	Credential_Phishing-800_result/credential_phishing-082.png	a large body of water filled with lots of birds; a large body of water with a bunch of birds flying over it; a group of birds flying over a body of water	Machine
244	CrePhi. 082-2	"Title: Re: RE: PROPOSAL
Dear Mr. Phillip Morris,
We feel we should not send the funds overseas as we think we will not be able to handle the paperwork required and we feel that we are not ready to rush the decision making the jump from the UK. Also, we are in the interest of the matter, frame of the matter, of the
ratings. We have been waiting for some time.  We will soon
 The UK.
 We are however, therefore, therefore, in the mood to, of, the --Jeff
Be in a position.MAY -- -- We are ready to set up- to set up- to proceed...
C
Marc.
That is all.
Thks -- Delores.
Yours is the next.
yours, very much.
So we feel free.  ---> free.
Marc.
Yours is next.
love.
Joy.
our new.
Sent by Dr.
Rebecca $500.
(Sheldon
Yours.
Give me.
Todd
Todd Mass effect.
I think.
I thought I get her.
Todd
  --->


RE:>)  ""Kathy.
  ""James Docker, Rick ? <| -- Jeff


Juliello   Mark.
----Original Message from Mark.


chris Hi, Mary Joao Grady
Mark.
 ""Rhondaude.
Hi there is your right - Jeff Dasovich.
Sheckard on 08/crew chief operating as you.
""Rhonda  Ellsworth, Mary Nellis your.
Mark.
She was concerned about to me.
Hi there is probably the point of LILLYvette and I
Mark Galleria Galleria Galloway.
The following up for someplace.
She had some problems with a .
Sorry for a meeting in the following: Mark and Mark and Mark Galleria Pederating.
The following
We  Glenn Nelson.
I wanted to set up the following:
Sheila.
He was wondering about to set up- point.
We'do to set- re:
He thought about to send:
 I sent:
We got together....
Sorry for some.
To:
We were:
There are interested in the following:
I wanted:
I wanted to send:
I wanted:
I wanted:
I wanted:
She was:
Mark - to send:

"	Face_generator-1600 result/face_generator-1482.png			Machine
245	CrePhi. 082-3	"From: Mr. Phillip Morris
Title: Re: Re: RE: PROPOSAL

To: Mark.Galleria@enron.com
Cc: Sheila.Richardson@enron.com
 Sent: Thursday, September 27, 2001 10:05 AM Subject: Re: RE: PROPOSAL
 
 I hope you get at least one thing in the mail this week.  I am going to start taking calls next week - I think your property will start being mailed to you.  I mailed you a receipt for all your hard work - it is important that it is received by someone.  If it is not received by you by the end of next week, then you will be responsible for returning the property to me.  I hope this will be simple....if it is not, then please let me know and I will return the property to you.  I am going to start the process tonight....if you are not ready to return the property by the end of this week, then you will not be able to return to Enron next week.  Any extra costs associated with returning a property to me other than the cost to pick it up from your house will be your responsibility.  If you are ready to return the property by the end of this week, then you will not be able to return to Enron next week.  Any extra costs associated with returning a property to me other than the cost to pick it up from your house to have it inspected by a licensed professional will be your responsibility.  If you are not ready to return the property by the end of this week, then you will not be able to return to Enron next week.  Any extra costs associated with returning a property to me other than the cost to have the property's condition reported to me by WestJet will be your responsibility.  If you are not ready to return the property by the end of this week, then you will not be able to return to Enron next week.  Any extra costs associated with returning a property to me other than the cost to send the property to the Licensed Professional for an In-Home Inspection will be your responsibility.  If you are not ready to return the property by the end of this week, then you will not be able to return to Enron next week.  Any extra costs associated with returning a property to me other than the cost to have the property's condition reported to me by WestJet will be your responsibility.  If you are not ready to return the property by the end of this week, then you will not be able to return"	Face_generator-1600 result/face_generator-0682.png			Machine
246	CrePhi. 083-1	"From: maryam abacha123@yahoo.com
Title: URGENT ASSISTANCE
 URGENT ASSISTANCE GOOD DAY.. I am MARYAM ABACHA,the wife of Late Fredrick, one of the foremost and rich cocoa merchant  from Abidjan, the economic capital of Ivory coast. I am writing to solicit your assistance in the transfer of US$8.5million.                                                                ISK 7.5 MILLION.                                   ISK 7.5 MILLION.              ISK 7.5 MILLION.                                       ISK 7.5 MILLION.                                                                                                                                                                                                         TRANSFER OF ISK 7.5 MILLION PERCENTAGE.                                                                                                                                                             ISK25.5 MILLION.

"	Face_generator-1600 result/face_generator-0683.png	Credential_Phishing-800_result/credential_phishing-083.png	a boat floating on top of a lake next to a shore; a boat floating on top of a body of water; a boat floating on a lake next to a shore	Machine
247	CrePhi. 083-2	"Title: Re: URGENT ASSISTANCE
Dear maryam abacha123@yahoo.com ,Regarding the incoming shipment of uFK products, I  am notifying you that the return addresses for the wholesale accounts are:                                                                     1st Class Apt.                                                                             1 2nd Class Apt.                                                                      2 3rd Class Apt.                                                              2 4th Class Apt.                                                                                               3 5th Class Apt.

"	Face_generator-1600 result/face_generator-1483.png			Machine
248	CrePhi. 083-3	"From: maryam abacha123@yahoo.com
Title: Re: Re: URGENT ASSISTANCE

Please forward the resume to Susan M Landwehr at EB1193256.  EB and her office will receive both the oral and proslaureate offers and determine which suite(s) to match them with.  The MOSS Financial District is responsible for coordinating any and all such offers.

Additionally, I would like to share something with you.  As we near the impending decision-making time for our families, I feel it appropriate to share with you what we have been up to this past year.  We have been out to dinner a few times, and some of us have even gone to another restaurant a few times.  We have not been particularly promiscuous, and although I do want to make sure that we have taken care of all our personal lives, I also want to make sure that we have taken care of our personal property in the process.  I think that even though we have been to the movies once or twice this past year, we have not been overly adventurous.  We have taken the appropriate action to notify the law enforcement agencies involved, and we have taken the appropriate actions to keep our personal and professional lives separate.  I want to be very clear about this:  If you have been a party to a dispute between us, or an attempt made to do so, you are hereby INDICTED TO MEDIATE AND RESOLVE THE DISPUTE.  At this point in time, I think that there is not much that we can do other than to try to be helpful and in a timely manner.  If you would like to have your case decided by a neutral third party, you may elect to have it heard by a mediator named at the direction of counsel.  If you would like to have your case heard by a neutral third party, you may elect to have it heard by an arbitrator named at the direction of counsel.

We feel like making a few announcements for the sake of making them, but please do not hesitate to contact us if you have additional questions.

We hope to hear from you soon.

Maryam 


 "	Face_generator-1600 result/face_generator-0683.png			Machine
249	CrePhi. 084-1	"From: pavid omar
Title: URGENT BUSINESS REQUEST FROM.
 URGENT BUSINESS REQUEST FROM. OFFSHORE ZONE. BORG 1-11 JOHANNESBURG,BURKINA FASO. Dear Friend, I hope to conclude this business transaction that will benefit both of us. I am Mr. pavid omar, the external auditor general in the International Commercial Bank of BURKINA FASO  (C.I.B)  where I am based. I have urgent and very confidential business proposition for you. On June 6, 1999, an over 69,000 ton Bombardment aircraft, filled with arms and ammunition, crashed into my bank in the capital city of Burkina faso, causing the death of my clients. Among the dead were the manager of the bank and his entire family, including his wife and only daughter. After the death of my clients, I ordered an inquiry to find out anything about them, and I sent a routine notification to them, but got no reply. After a month, we sent a reminder and finally we discovered from the bank that my clients and their bank accounts had been seized by the government of Burkina faso  before my clients body was moved. I demanded that the bank release the account to me because it had been seized by the government before. The bank complied to the request and the balance was transferred to my account without  any claim of the funds in the account. Is this not enough for you? I will pay the balance of US$26.5 million (Twenty-six million Five Hundredthousand United State Dollars) to any bank account where my clients  can be proven to have deposited the funds,  according to the law here, as a bonus, to cover any over-invoiced amount that might be incurred by the bank during the course of transaction. So, if you are willing to assist me in this business, kindly contact me through email, as soon as you  have received this letter. Please, treat from me with the utmost attention, trust and confidence, and rest assured that I will be most grateful if you could receive this fund into your account, for which you will also give us a very good rate of return. Please, if you are ready, contact me immediately with these email addresses1@o1.com and 1@o2.com, to enable us discuss the modalities for seeing this transaction through. Regards, Mr pavid omar. -- Original Message -- ""REMITTANCE OF $14.5 MILLION U.S.A DOLLARS  CONFIDENTIAL IS THE CASE""

"	Face_generator-1600 result/face_generator-0684.png	Credential_Phishing-800_result/credential_phishing-084.png	a large clock mounted to the side of a wall; a large clock mounted to the side of a building; a large clock mounted to the side of a brick wall	Machine
250	CrePhi. 084-2	"Title: Re: URGENT BUSINESS REQUEST FROM.
Dear pavid omar,

Please contact Jason Reicher at Jason.Reicher@enron.com.    I will fax you Roger's phone number at Enron and give you his home phone number. Roger and I will set up a conference room in our main office and I will bring along Mike Wallis (x-ray technologist) and Stacey Hamilton (assistant to the director of legal) to facilitate the documentation.  In addition to these, I will send you a thank you note and a coordinating Cooper Program Officer to handle any remaining questions.  Finally, I will hand you a brochure which will show our office's address and telephone number.  This is a very positive sign, and it shows that you  are taking this seriously.  We are doing a very good job of filling out the forms and taking the appropriate actions.  Finally, I was given a heads up via email several weeks ago about when we plan to start taking payments.  It is a good sign, and it demonstrates to me that you are taking this  seriously.

Now, onto the deal!  I am calling Drayton Lynd by her real name, and using her maiden name (Sally) for the transaction.  I want to be sure that she understands why she needs to  change her  initials to match those of the other doctors.  She will receive her new  medical license plates today and her physician will issue her with a new set of medallion numbers.  The new medallion numbers will be 1-926-23-8-1, 1-926-23-5-0, 1-926-21-0-0, and 1-926-10-0-0.  The medallion numbers for my car are  1-928-9-0, 1-0663, and 97464.  Please make sure that Sally is aware of these changes in her  driver license or she will need to obtain a new card to continue her employment  here.

Thanks again for your help and I look forward to hearing from you.

Christie Connell | Office:  713-853-1587 | Fax:   71353-623-575-4473241537


I am concerned about this proposed transaction.  I understand that it is good to know that this  that the company I will not be exposed to blame for any medical expense incurred  as long

"	Face_generator-1600 result/face_generator-1484.png			Machine
